1262,Boyz II Men,On Bended Knee,1994
1263,Cliff Richard,Summer Holiday,1963
1264,Styx,Babe,1979
1265,Dead Or Alive,You Spin me 'round (Like a Record),1985
1266,Train,"Hey, soul sister",2010
1267,Cyndi Lauper,True Colors,1986
1268,Vernon Dalhart,The Prisoner's Song,1925
1269,Michael Jackson,The Way You Make Me Feel,1988
1270,Kenny Rogers & Dolly Parton,Islands in the Stream,1983
1271,Nat King Cole,(I Love You) For Sentimental Reasons,1946
1272,Sam Cooke,You Send Me,1957
1273,Men Without Hats,The Safety Dance,1983
1274,Tab Hunter,Young Love,1957
1275,Stevie Wonder,Part-Time Lover,1985
1276,Phil Collins,One More Night,1985
1277,KC & The Sunshine Band,Get Down Tonight,1975
1278,Maxi Priest,Close to You,1990
1279,Ray Charles,"Hit the Road, Jack",1961
1280,Alice Cooper,School's Out,1972
1281,Doris Day,Bewitched (bothered & bewildered),1950
1282,Boyzone,No Matter What,1998
1283,Patti Page,I Went to Your Wedding,1952
1284,Sandra,(I'll Never Be) Maria Magdalena,1985
1285,The Cowsills,Hair,1969
1286,Pink,Stupid Girls,2006
1287,Count Basie,One O'Clock Jump,1937
1288,The Cars,Drive,1984
1289,Robbie Williams,Feel,2002
1290,Georgie Fame,Ballad of Bonnie & Clyde,1968
1291,Jimmy Dorsey,Maria Elena,1941
1292,Snoop Dogg & Charlie Wilson & Justin Timberlake,Signs,2005
1293,MARRS,Pump Up the Volume,1987
1294,The Seekers,Georgy Girl,1967
1295,Donovan,Atlantis,1969
1296,The Song Spinners,Comin' in on a Wing & a Prayer,1943
1297,Beck,Loser,1994
1298,Whitney Houston,I Have Nothing,1993
1299,Captain & Tennille,Do That to Me One More Time,1980
1300,Stevie B,Because I Love You (The Postman Song),1991
1301,Queen,We Will Rock You,1978
1302,Abba,Super Trouper,1980
1303,Fleetwood Mac,Go Your Own Way,1977
1304,Simple Minds,Alive & Kicking,1985
1305,The Carpenters,We've Only Just Begun,1970
1306,Barry Manilow,Mandy,1975
1307,Jon Secada,Just Another Day,1992
1308,Minnie Riperton,Loving You,1975
1309,Boney M,Mary's Boy Child/Oh My Lord,1978
1310,Spiller & Sophie Ellis-Bextor,Groovejet (If This Ain't Love),2000
1311,Pink,Don't Let Me Get Me,2002
1312,Phil Collins,You Can't Hurry Love,1983
1313,The Rembrandts,I'll Be There For You,1995
1314,Toto,Rosanna,1982
1315,Cliff Edwards (Ukelele Ike),When You Wish Upon a Star,1940
1316,Flo-Rida & David Guetta,Club can't handle me,2010
1317,Metallica,Until it Sleeps,1996
1318,Alanis Morissette,Thank U,1998
1319,The Sweet,Little Willy,1972
1320,Jay Sean & Lil' Wayne,Down,2009
1321,The Shirelles,Will You Love Me Tomorrow,1960
1322,Contours,Do You Love Me?,1962
1323,The Shadows,Apache,1960
1324,Whitney Houston,My Love is Your Love,1999
1325,Maureen McGovern,The Morning After,1973
1326,Tex Williams & The Western Caravan,Smoke! Smoke! Smoke! (That Cigarette),1947
1327,Frank Chacksfield,Terry's Theme From 'Limelight',1953
1328,Britney Spears,Piece Of Me,2008
1329,PM Dawn,Set Adrift On a Memory of Bliss,1991
1330,Santana & Michelle Branch,The Game of Love,2002
1331,Usher,You make Me Wanna,1997
1332,Nicki French,Total Eclipse of the Heart,1995
1333,"Bob Sinclar, Goleo VI & Gary 'Nesta' Pine",Love Generation,2005
1334,Toto,Africa,1983
1335,The Shangri-Las,Leader of the Pack,1964
1336,Jan & Dean,Surf City,1963
1337,The Ink Spots,To Each His Own,1946
1338,Freddie Mercury,Living On My Own,1993
1339,My Chemical Romance,Welcome to the Black Parade,2006
1340,Ne-Yo,Closer,2008
1341,Spice Girls,Viva Forever,1998
1342,Fanny Brice,My Man,1922
1343,Teresa Brewer,Till I Waltz Again With You,1953
1344,Anastacia,Left Outside Alone,2004
1345,Michael Jackson,Dirty Diana,1988
1346,Vaughn Monroe,Let it Snow! Let it Snow! Let it Snow!,1946
1347,Oasis,Don't Look Back in Anger,1996
1348,Paul Young,Every Time You Go Away,1985
1349,Ben Bernie,Sweet Georgia Brown,1925
1350,Ciara & Missy 'Misdemeanor' Elliot,1-2 Step,2005
1351,Atomic Kitten,Whole Again,2001
1352,Bee Gees,Jive Talkin',1975
1353,Elton John,Your Song,1971
1354,Cher,If I Could Turn Back Time,1989
1355,Madonna,Material Girl,1985
1356,Survivor,Burning Heart,1986
1357,Britney Spears,(You Drive Me) Crazy,1999
1358,Rod Stewart,Rhythm of My Heart,1991
1359,Bryan Adams,Can't Stop This Thing We Started,1991
1360,Dion,Runaround Sue,1961
1361,Freddy Martin,Symphony,1946
1362,Michael Jackson,They Don't Care About Us,1996
1363,Charlene,I've Never Been to Me,1982
1364,Ray Charles,Georgia On My Mind,1960
1365,Gwen Stefani,Wind It Up,2006
1366,Nelly Furtado,I'm Like a Bird,2001
1367,Rosemary Clooney,Half As Much,1952
1368,Shaggy,Oh Carolina,1993
1369,The Beatles,Please Please Me,1964
1370,Tommy Dorsey & Frank Sinatra,There Are Such Things,1943
1371,Justin Timberlake,Cry Me a River,2003
1372,Vanessa Williams,Colors of the Wind,1995
1373,Black Sabbath,Paranoid,1970
1374,Craig Douglas,Only Sixteen,1959
1375,Marvin Gaye,What's Going On?,1971
1376,KLF,Justified & Ancient,1992
1377,Elton John,Bennie & the Jets,1974
1378,Des'ree,Life,1998
1379,The Jackson 5,ABC,1970
1380,Miguel Rios,A Song Of Joy,1970
1381,The Four Seasons,Sherry,1962
1382,Dinah Shore,I'll Walk Alone,1944
1383,Nat King Cole,The Christmas Song (Chestnuts Roasting On An Open Fire),1946
1384,Edison Lighthouse,Love Grows (Where My Rosemary Goes),1970
1385,Aerosmith,Cryin',1993
1386,Middle of The Road,"Chirpy, Chirpy, Cheep, Cheep",1971
1387,Bomfunk MCs,Freestyler,2000
1388,No Doubt,It's My Life,2003
1389,Mitch Miller,Yellow Rose of Texas,1955
1390,The Doors,Touch Me,1969
1391,Mariah Carey,Emotions,1991
1392,Evanescence,Call me when you're sober,2006
1393,"Earth, Wind & Fire",Boogie Wonderland,1979
1394,Deep Purple,Smoke On the Water,1973
1395,Paul Simon,50 Ways to Leave Your Lover,1976
1396,Frijid Pink,House of the Rising Sun,1970
1397,Wings,My Love,1973
1398,Rod Stewart,You're in My Heart (The Final Acclaim),1977
1399,Jamelia,Superstar,2004
1400,The Pet Shop Boys,Heart,1988
1401,Notorious BIG & P Diddy,Mo Money Mo Problems,1997
1402,Bee Gees,How Do You Mend a Broken Heart,1971
1403,Jerry Murad's Harmonicats,Peg o' My Heart,1947
1404,Thelma Houston,Don't Leave Me This Way,1977
1405,Donna Summer,The Last Dance,1978
1406,Buddy Holly,Peggy Sue,1957
1407,Michael Bolton,How am I Supposed to Live Without You?,1990
1408,Sting,If I Ever Lose My Faith in You,1993
1409,Billy Joel,We Didn't Start the Fire,1989
1410,Wild Cherry,Play That Funky Music,1976
1411,Madonna,You'll See,1995
1412,Bill Withers,Lean On Me,1972
1413,Britney Spears,Hold It Against Me,2011
1414,Three Dog Night,Mama Told Me Not to Come,1970
1415,Whitney Houston,All the Man That I Need,1991
1416,Mariah Carey,Someday,1991
1417,Enrique Iglesias & Pitbull,I Like It,2010
1418,Lulu,"To Sir, With Love",1967
1419,Bobbie Gentry,Ode To Billie Joe,1967
1420,Jimmy Dorsey,Green Eyes,1941
1421,Toni Braxton,You're Makin' Me High,1996
1422,Bee Gees,I Started a Joke,1969
1423,Sisqo,Thong Song,2000
1424,Kim Wilde,Kids in America,1981
1425,Taylor Dayne,Tell it to My Heart,1988
1426,Simon & Garfunkel,The Boxer,1969
1427,Vaughn Monroe,There! I've Said it Again,1945
1428,Four Aces,Mister Sandman,1955
1429,Supertramp,It's Raining Again,1982
1430,George Michael,Father Figure,1988
1431,Oasis,D'You Know What I Mean?,1997
1432,Enrique Iglesias,Bailamos,1999
1433,MFSB,TSOP (The Sound of Philadelphia),1974
1434,N-Trance & Ricardo Da Force,Stayin' Alive,1995
1435,Staff Sergeant Barry Sadler,Ballad of the Green Berets,1966
1436,Samantha Sang,Emotion,1978
1437,Barbra Streisand & Donna Summer,No More Tears (Enough is Enough),1979
1438,Avril Lavigne,I'm With You,2003
1439,Sonique,It Feels So Good,2000
1440,Boney M,Rasputin,1978
1441,Counting Crows,Mr Jones,1994
1442,Metallica,Enter Sandman,1991
1443,MC Sar & The Real McCoy,Run Away,1995
1444,Paul McCartney,Coming Up,1980
1445,The Ink Spots,The Gypsy,1946
1446,Lloyd Price,Stagger Lee,1959
1447,Guns n' Roses,Don't Cry,1991
1448,Shanice,I Love Your Smile,1992
1449,The Kinks,Sunny Afternoon,1966
1450,Jennifer Lopez & LL Cool J,All I Have,2003
1451,Olivia Newton-John,Magic,1980
1452,The Everly Brothers,Wake Up Little Susie,1957
1453,Britney Spears,Lucky,2000
1454,The Monkees,Last Train to Clarksville,1966
1455,David Whitfield & Mantovani,Cara Mia,1954
1456,C W McCall,Convoy,1976
1457,The Backstreet Boys,Show Me the Meaning of Being Lonely,2000
1458,Chris Isaak,Wicked Game,1991
1459,Roger Miller,King of the Road,1965
1460,Artie Shaw,Stardust,1941
1461,Michael Jackson,You Rock My World,2001
1462,Elton John,The One,1992
1463,Harry James,"It's Been a Long, Long Time",1945
1464,REM,Everybody Hurts,1993
1465,Tommy Roe,Sheila,1962
1466,N Sync,It's Gonna Be Me,2000
1467,Samantha Fox,Touch Me (I Want Your Body),1986
1468,Tiffany,Could've Been,1988
1469,Ringo Starr,"You're Sixteen, You're Beautiful (And You're Mine)",1974
1470,Katy Perry,Wide Awake,2012
1471,Jessie J & BoB,Price Tag,2011
1472,Rick Dees & his Cast of Idiots,Disco Duck,1976
1473,Heatwave,Boogie Nights,1977
1474,Janet Jackson,Doesn't Really Matter,2000
1475,Peter Schilling,Major Tom (Coming Home),1983
1476,Joey Dee & The Starliters,Peppermint Twist,1962
1477,B*Witched,C'est La Vie,1998
1478,Eminem & Rihanna,The Monster,2013
1479,Jefferson Airplane,White Rabbit,1967
1480,Boney M,Sunny,1977
1481,The Smashing Pumpkins,1979,1996
1482,Gloria Gaynor,Never Can Say Goodbye,1975
1483,Eruption,I Can't Stand the Rain,1978
1484,Warren G & Nate Dogg,Regulate,1994
1485,Johnny Mercer,Ac-cent-tchu-ate the Positive,1945
1486,Tom Jones,Help Yourself,1968
1487,Ciara & Petey Pablo,Goodies,2004
1488,Lady GaGa,Paparazzi,2009
1489,Celine Dion,That's the Way it Is,1999
1490,Bing Crosby,Now Is the Hour (Maori Farewell Song),1948
1491,Dion,The Wanderer,1962
1492,The Goo Goo Dolls,Slide,1999
1493,The Platters,Twilight Time,1958
1494,Lionel Richie,Dancing On the Ceiling,1986
1495,Eddie Cantor,Makin' Whoopee,1929
1496,Ohio Express,Yummy Yummy Yummy,1968
1497,Bing Crosby & The Andrews Sisters,Pistol Packin' Mama,1943
1498,U2,Mysterious Ways,1991
1499,Bee Gees,Words,1968
1500,The Beatles,Revolution,1968
1501,Barbra Streisand & Bryan Adams,I Finally Found Someone,1997
1502,Eminem,Not afraid,2010
1503,A R Rahman & The Pussycat Dolls,Jay Ho (you Are My Destiny),2009
1504,Kings of Leon,Sex on Fire,2008
1505,Rod Stewart,Have I Told You Lately,1993
1506,Ella Fitzgerald,A-Tisket A-Tasket,1938
1507,Taco,Puttin' on the Ritz,1983
1508,Ritchie Valens,Donna,1959
1509,Player,Baby Come Back,1978
1510,Tony Bennett,"Cold, Cold Heart",1951
1511,Johnny Rivers,"Memphis, Tennessee",1964
1512,Don McLean,Cryin',1981
1513,Celine Dion & R Kelly,I'm Your Angel,1998
1514,Jason Derulo,Whatcha Say,2009
1515,Coolio & 40 Thevz,C U When U Get There,1997
1516,Jimmy Dorsey,Amapola (Pretty Little Poppy),1941
1517,Peter Frampton,Show Me the Way,1976
1518,Britney Spears,Sometimes,1999
1519,Roxette,Listen to Your Heart,1989
1520,Wham!,Last Christmas,1984
1521,Duran Duran,Notorious,1986
1522,Gwen Stefani,What U Waitin' 4,2004
1523,Kenny Rogers,Coward of the County,1980
1524,Bessie Smith,St Louis Blues,1925
1525,Billy Eckstine,My Foolish Heart,1950
1526,Paul Anka,Put Your Head On My Shoulder,1959
1527,Bruce Hornsby & The Range,The Way it Is,1986
1528,Robbie Williams,Angels,1998
1529,Cher,The Shoop Shoop Song (It's in His Kiss),1991
1530,Jo Stafford,Make Love to Me,1954
1531,Jennifer Lopez,Ain't it Funny,2001
1532,Bryan Adams,Heaven,1985
1533,Madonna,Open Your Heart,1987
1534,Ethel Waters,Stormy Weather (Keeps Rainin' All the Time),1933
1535,Donovan,Mellow Yellow,1966
1536,Martha & The Vandellas,Dancing in the Street,1964
1537,Christina Aguilera,Come On Over Baby (All I Want is You),2000
1538,David Bowie,Space Oddity,1973
1539,Juanes,La Camisa Negra,2005
1540,Avril Lavigne,My Happy Ending,2004
1541,Avril Lavigne,Don't Tell Me,2004
1542,Maroon 5 & Wiz Khalifa,Payphone,2012
1543,The Mills Brothers,The Glow-Worm,1952
1544,Engelbert Humperdinck,Release Me (And Let Me Love Again),1967
1545,Stories,Brother Louie,1973
1546,Mr Mister,Kyrie,1986
1547,Robbie Nevil,C'est La Vie,1987
1548,James Taylor,Fire & Rain,1970
1549,Johnny & The Hurricanes,Red River Rock,1959
1550,Eagle-Eye Cherry,Save Tonight,1998
1551,Henry Mancini,Moon River,1961
1552,Midnight Oil,Beds Are Burning,1988
1553,Kim Wilde,(You Keep Me) Hangin' On,1987
1554,Marky Mark & The Funky Bunch,Good Vibrations,1991
1555,Starland Vocal Band,Afternoon Delight,1976
1556,Charlie Rich,The Most Beautiful Girl,1974
1557,Tommy James & the Shondells,Hanky Panky,1966
1558,The Young Rascals,Groovin',1967
1559,Barbra Streisand & Neil Diamond,You Don't Bring Me Flowers,1978
1560,Melanie C & Lisa 'Left Eye' Lopes,Never Be the Same Again,2000
1561,Janet Jackson,Miss You Much,1989
1562,U2,Where the Streets Have No Name,1987
1563,Rick Astley,She Wants to Dance With Me,1988
1564,Johnny Tillotson,Poetry in Motion,1960
1565,The Troggs,With a Girl Like You,1966
1566,Gigliola Cinquetti,Non Ho L'Eta Per Amarti,1964
1567,Elvis Presley,Way Down,1977
1568,Pink,U & Ur Hand,2006
1569,Robert Miles,One & One,1996
1570,Philip Bailey & Phil Collins,Easy Lover,1985
1571,Ben Selvin,Happy Days Are Here Again,1930
1572,Bert Kaempfert & his Orchestra,Wonderland By Night,1961
1573,Bette Midler,Wind Beneath My Wings,1989
1574,Bing Crosby,Only Forever,1940
1575,"Earth, Wind & Fire",September,1979
1576,Opus,Live Is Life,1985
1577,Gary Numan,Cars,1980
1578,The Ventures,Walk Don't Run,1960
1579,Van Morrison,Brown Eyed Girl,1967
1580,Edith Piaf,La Vie En Rose,1949
1581,Stealer's Wheel,Stuck in the Middle With You,1973
1582,Blondie,Maria,1999
1583,Bobby Vinton,Blue Velvet,1963
1584,Fleetwood Mac,Dreams,1977
1585,Stan Getz & Joao Gilberto,The Girl From Ipanema,1964
1586,Morris Albert,Feelings,1975
1587,Ugly Kid Joe,Cat's in the Cradle,1993
1588,Mariah Carey,It's Like That,2005
1589,Janet Jackson,Runaway,1995
1590,David Guetta & Kelly Rowland,When Love Takes Over,2009
1591,The Stylistics,You Make Me Feel Brand New,1974
1592,Harry Richman,Puttin' on the Ritz,1930
1593,Level 42,Lessons in Love,1986
1594,Middle of The Road,Sacramento (A Wonderful Town),1972
1595,Marvin Hamlisch,The Entertainer,1974
1596,Quarterflash,Harden My Heart,1982
1597,Anne Murray,You Needed Me,1978
1598,Cascada,Everytime We Touch,2006
1599,Jefferson Starship,Sara,1986
1600,Eddy Grant,I Don't Wanna Dance,1983
1601,The Doors,Riders On the Storm,1971
1602,Whitney Houston,I'm Every Woman,1993
1603,Ashanti,Foolish,2002
1604,Bon Jovi,This Ain't a Love Song,1995
1605,Robin S,Show Me Love,1993
1606,George Michael,Freedom,1990
1607,Falco,Der Kommissar,1982
1608,Boston,More Than a Feeling,1976
1609,Joni James,Why Don't You Believe Me?,1952
1610,Glenn Miller,A String of Pearls,1942
1611,Aneka,Japanese Boy,1981
1612,Los Indios Tabajaras,Maria Elena,1963
1613,The Four Seasons,Rag Doll,1964
1614,Guns n' Roses,You Could Be Mine,1991
1615,The Escape Club,Wild Wild West,1988
1616,N Sync,Girlfriend,2002
1617,The Surfaris,Wipe Out,1963
1618,The Human League,Human,1986
1619,Dionne Warwick,Heartbreaker,1982
1620,The Hollies,Bus Stop,1966
1621,Toni Braxton,He Wasn't Man Enough,2000
1622,Billie Holiday,God Bless the Child,1941
1623,Sarah Brightman & Andrea Bocelli,Time to Say Goodbye (Con Te Partiro),1997
1624,Middle of The Road,"Soley, Soley",1971
1625,Al Trace,You Call Everybody Darlin',1948
1626,The Pointer Sisters,Fire,1979
1627,Natasha Bedingfield,Unwritten,2005
1628,Royal Guardsmen,Snoopy Vs the Red Baron,1967
1629,Gary Glitter,Rock 'n' Roll (Part 2),1972
1630,Abba,The Name of the Game,1977
1631,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007
1632,Rihanna,Unfaithful,2006
1633,Tinie Tempah & Eric Turner,Written in the Stars,2011
1634,Sandi Thom,I Wish I Was A Punk Rocker (With Flowers In My Hair),2006
1635,Chris Norman & Suzi Quatro,Stumblin' In,1979
1636,Madness,Our House,1983
1637,Wings,Live & Let Die,1973
1638,Daft Punk & Pharrell Williams,Get Lucky,2013
1639,Wham!,Everything She Wants,1985
1640,The Rolling Stones,Let's Spend the Night Together,1967
1641,Tony Rich Project,Nobody Knows,1996
1642,The Small Faces,Itchycoo Park,1967
1643,The Beach Boys,Barbara Ann,1966
1644,Perry Como,Papa Loves Mambo,1954
1645,Eddie Calvert,Oh My Papa (O Mein Papa),1953
1646,2Pac,Changes,1999
1647,John Parr,St Elmo's Fire (Man in Motion),1985
1648,Frankie Laine,Jezebel,1951
1649,Nelly Furtado,Maneater,2006
1650,Captain Hollywood Project,More & More,1993
1651,Madonna,Erotica,1992
1652,Jimmy Dean,Big Bad John,1961
1653,Mark Morrison,Return of the Mack,1996
1654,Margaret Whiting,A Tree in the Meadow,1948
1655,Kim Wilde,Cambodia,1982
1656,Creedence Clearwater Revival,Green River,1969
1657,The Lemon Pipers,Green Tambourine,1968
1658,Frank Chacksfield,Ebb Tide,1953
1659,Michael Jackson,Man in the Mirror,1988
1660,Creedence Clearwater Revival,Down On the Corner,1969
1661,Patti Smith & Don Henley,Sometimes Love Just Ain't Enough,1992
1662,Suzi Quatro,Devil Gate Drive,1974
1663,Elvis Presley,Little Sister,1961
1664,Katy Perry,Part of Me,2012
1665,Spike Jones,All I Want For Christmas is my Two Front Teeth,1948
1666,Isham Jones,It Had to Be You,1924
1667,Shakira & Freshly Ground,Waka Waka (This Time For Africa),2010
1668,The White Stripes,7 Nation Army,2003
1669,Pat Boone,April Love,1957
1670,Frankie Laine,High Noon (Do Not Forsake Me),1952
1671,The Lighthouse Family,High,1998
1672,Neneh Cherry,Buffalo Stance,1989
1673,The Sweet,Co-Co,1971
1674,Ce Ce Peniston,Finally,1992
1675,KC & The Sunshine Band,I'm Your Boogie Man,1977
1676,The Temptations,Just My Imagination (Running Away With Me),1971
1677,Space,Magic Fly,1977
1678,Tammy Wynette,Stand By Your Man,1969
1679,Suzanne Vega,Luka,1987
1680,Lou Reed,Walk On the Wild Side,1973
1681,Rick Springfield,Jessie's Girl,1981
1682,Johnny Mercer,Personality,1946
1683,The Black Eyed Peas,Let's Get it Started,2004
1684,Edith Piaf,Milord,1960
1685,Count Basie,"Open The Door, Richard!",1947
1686,Michael Jackson,Rock With You,1980
1687,Electric Light Orchestra,Livin' Thing,1976
1688,The Beatles,I Saw Her Standing There,1964
1689,Ted Weems,Heartaches,1947
1690,The Rolling Stones,Emotional Rescue,1980
1691,Bon Jovi,Bed of Roses,1993
1692,Laura Branigan,Gloria,1982
1693,No Doubt,Hey Baby,2002
1694,Queen & David Bowie,Under Pressure,1981
1695,Kings of Leon,Use Somebody,2009
1696,Coleman Hawkins,Body & Soul,1939
1697,Cream,White Room,1968
1698,Billy Vaughn,Sail Along Silvery Moon,1958
1699,Three Doors Down,Here Without You,2004
1700,Gregory Abbott,Shake You Down,1987
1701,The Pussycat Dolls & Will.I.Am,Beep,2006
1702,Doris Day,It's Magic,1948
1703,The Outhere Brothers,Boom Boom Boom,1995
1704,Patti Page,All My Love,1950
1705,U2,Pride (In the Name of Love),1984
1706,New Kids On The Block,You Got it (The Right Stuff),1989
1707,Margaret Whiting & Jimmy Wakely,Slippin' Around,1949
1708,Bing Crosby,"Brother, Can You Spare a Dime?",1932
1709,Tears For Fears,Sowing the Seeds of Love,1989
1710,Elvis Presley,(Marie's the Name) His Latest Flame,1961
1711,Danyel Gerard,Butterfly,1971
1712,Elvis Presley,A Big Hunk O' Love,1959
1713,Elvis Presley,I Need Your Love Tonight,1959
1714,The Police,"De Do Do Do, De Da Da Da",1981
1715,Mary MacGregor,Torn Between Two Lovers,1977
1716,Johnny Logan,What's Another Year,1980
1717,Buzz Clifford,Baby Sittin' Boogie,1961
1718,JoJo,Leave (Get Out),2004
1719,Elton John,Rocket Man,1972
1720,Linkin Park,Somewhere I Belong,2003
1721,Herb Alpert,This Guy's in Love With You,1968
1722,Justin Timberlake,Like I Love You,2002
1723,Chesney Hawkes,The One & Only,1991
1724,Spencer Davis Group,Gimme Some Lovin',1967
1725,The Pet Shop Boys,Domino Dancing,1988
1726,Mary J Blige,Be Without You,2006
1727,Pee Wee King,Slow Poke,1952
1728,Freddy Martin,To Each His Own,1946
1729,A-Ha,The Sun Always Shines On TV,1986
1730,Merrilee Rush,Angel of the Morning,1968
1731,Ella Fitzgerald & The Ink Spots,Into Each Life Some Rain Must Fall,1944
1732,Gwen Stefani,Rich Girl,2005
1733,Emile Ford & The Checkmates,What Do You Want to Make Those Eyes At Me For?,1959
1734,Tag Team,Whoomp! (There it Is),1993
1735,Kenny Rogers,Lucille,1977
1736,Diana Ross,Theme From 'Mahogany' (Do You Know Where You're Going To),1976
1737,Geri Halliwell,It's Raining Men,2001
1738,Third Eye Blind,Semi-Charmed Life,1997
1739,Diana Ross & The Supremes,Love Child,1968
1740,Sammy Kaye,Harbour Lights,1950
1741,Wham!,The Edge of Heaven,1986
1742,One Direction,What Makes You Beautiful,2012
1743,Alphaville,Big in Japan,1984
1744,Maroon 5,One More Night,2012
1745,Fine Young Cannibals,Good Thing,1989
1746,Wheatus,Teenage Dirtbag,2001
1747,Eagles,One of These Nights,1975
1748,Bing Crosby & Carmen Cavallaro,I Can't Begin to Tell You,1945
1749,Frida,I Know There's Something Going On,1982
1750,Herman's Hermits,Mrs Brown You've Got a Lovely Daughter,1965
1751,Cream,Sunshine of Your Love,1968
1752,Wilson Phillips,Release Me,1990
1753,Timmy Thomas,Why Can't We Live Together?,1973
1754,Woody Guthrie,This Land is Your Land,1944
1755,The Floaters,Float On,1977
1756,Prince,Cream,1991
1757,Harold Faltermeyer,Axel F,1985
1758,Bruce Springsteen,Born to Run,1975
1759,Electric Light Orchestra,Hold On Tight,1981
1760,Elton John,Believe,1995
1761,Lady GaGa,Alejandro,2010
1762,Gene Austin,My Blue Heaven,1927
1763,John Denver,Annie's Song,1974
1764,Limp Bizkit,Behind Blue Eyes,2004
1765,Penny McLean,Lady Bump,1976
1766,The Chiffons,He's So Fine,1963
1767,Christina Aguilera & Redman,Dirrty,2002
1768,Bee Gees,I've Gotta Get a Message to You,1968
1769,Janet Jackson,Love Will Never Do (Without You),1991
1770,Donovan,Sunshine Superman,1966
1771,Frankie Laine,That's My Desire,1947
1772,Blur,Country House,1995
1773,Taylor Swift,We Are Never Ever Getting Back Together,2012
1774,Hugo Montenegro,The Good the Bad & the Ugly,1968
1775,Gloria Estefan,Coming Out of the Dark,1991
1776,Ocean,Put Your Hand in the Hand,1971
1777,Beyonce,Sweet Dreams,2009
1778,Gladys Knight & The Pips,Midnight Train to Georgia,1973
1779,Chicago,Look Away,1989
1780,Olivia Newton-John,I Honestly Love You,1974
1781,Salt-N-Pepa & En Vogue,Whatta Man,1994
1782,Taylor Swift,Love Story,2009
1783,Al Jolson,"California, Here I Come",1924
1784,The Police,Roxanne,1979
1785,Cher,Bang Bang (My Baby Shot Me Down),1966
1786,Ricky Martin & Christina Aguilera,Nobody Wants to Be Lonely,2001
1787,Britney Spears,3,2009
1788,The McCoys,Hang On Sloopy,1965
1789,R Kelly,If I Could Turn Back the Hands of Time,1999
1790,Jimmy Jones,Good Timin',1960
1791,Rod Stewart,Passion,1981
1792,Christopher Cross,Sailing,1980
1793,Benny Goodman,Jersey Bounce,1942
1794,Robbie Williams & Nicole Kidman,Somethin' Stupid,2001
1795,10CC,Dreadlock Holiday,1978
1796,P Diddy & Jimmy Page,Come With Me,1998
1797,Neil Diamond,I Am... I Said,1971
1798,George Harrison,All Those Years Ago,1981
1799,Hoagy Carmichael,Stardust,1927
1800,The Black Eyed Peas,Don't Lie,2005
1801,Elvis Presley,One Night,1958
1802,Whigfield,Saturday Night,1994
1803,Tone Loc,Wild Thing,1989
1804,Montell Jordan,This is How We Do It,1995
1805,Pat Benatar,Love is a Battlefield,1983
1806,Phil Collins,I Wish it Would Rain Down,1990
1807,Chris Andrews,Yesterday Man,1966
1808,Atlantic Starr,Always,1987
1809,Bob Moore,Mexico,1961
1810,Atomic Kitten,The Tide is High (Get the Feeling),2002
1811,Corona,Rhythm of the Night,1994
1812,Sean Paul,We Be Burnin',2005
1813,Eric Carmen,All By Myself,1976
1814,Frank Sinatra,Love & Marriage,1955
1815,Silk,Freak Me,1993
1816,Maxine Nightingale,Right Back Where We Started From,1976
1817,Engelbert Humperdinck,A Man Without Love,1968
1818,The Easybeats,Friday On My Mind,1967
1819,Deniece Williams,Let's Hear it For the Boy,1984
1820,Bobby 'Boris' Pickett & The Crypt-Kickers,The Monster Mash,1962
1821,Joe Cocker,With a Little Help From My Friends,1968
1822,Andrea True Connection,"More, More, More",1976
1823,US3,Cantaloop (Flip Fantasia),1993
1824,Eminem,When I'm Gone,2006
1825,The Beatles,Love Me Do,1964
1826,Perry Como,Catch a Falling Star,1958
1827,Original Dixieland Jazz Band,Tiger Rag,1918
1828,Baby Bash,Suga Suga,2004
1829,Cliff Richard,Lucky Lips,1963
1830,Sylvers,Boogie Fever,1976
1831,Franz Ferdinand,Take Me Out,2004
1832,Daft Punk,One More Time,2000
1833,Adam Clayton & Larry Mullen,Theme From 'Mission Impossible',1996
1834,Samantha Mumba,Gotta Tell You,2000
1835,Underworld,Born Slippy,1996
1836,Eddie Cochran,Summertime Blues,1958
1837,Flo-Rida & Sia,The Wild Ones,2012
1838,Robin Beck,First Time,1988
1839,"Nelly, P Diddy & Murphy Lee",Shake Ya Tailfeather,2003
1840,The Flamingos,I Only Have Eyes For You,1959
1841,Elton John,Little Jeannie,1980
1842,Whitney Houston,How Will I Know,1986
1843,Ricky Nelson,Travellin' Man,1961
1844,Far East Movement,Like a g6,2010
1845,Eagles,New Kid in Town,1977
1846,Nat King Cole,Ramblin' Rose,1962
1847,Prince,1999,1983
1848,DJ Sammy & Yanou,Heaven,2002
1849,Miley Cyrus,Wrecking Ball,2013
1850,Heavy D & The Boyz,Now That We Found Love,1991
1851,Donovan,Hurdy Gurdy Man,1968
1852,Huey Lewis & The News,Stuck With You,1986
1853,Shakira,La Tortura,2005
1854,Yvonne Elliman,If I Can't Have You,1978
1855,Mariah Carey,Touch My Body,2008
1856,Salt-N-Pepa,Let's Talk About Sex,1991
1857,Elton John,Sacrifice,1990
1858,Cheap Trick,The Flame,1988
1859,Richard Harris,MacArthur Park,1968
1860,Dinah Shore,Dear Hearts & Gentle People,1950
